record_type,section,id,folder,observed_winner,seam_winner,classification,clock_gap_pct,att_dead_clock,def_dead_clock,expected,pass,finding_class,flags,gatot_abstain,law_version,input_mutated,arithmetic,details
W1,W1,MuellerAlpaca_v5_R09_1v1_T10InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012738,MuellerAlpaca_Gatot_v5,defender,defender,CORRECT,64.94505494505495,910.0,1501.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""budget_alpaca_aurad"", ""gatot_budget"", ""gatot_budget_inf_dealer"", ""gatot_capped"", ""gatot_kit_target"", ""gatot_state_detected_aurad_alpaca""]",null,stage6.6,False,"{""status"": ""GATOT_SPECIAL_REGIME""}",
W1,W1,NanoMart_1v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,5.952380952380952,252.0,267.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 267, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 267}",
W1,W1,NanoMart_1v1_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,attacker,attacker,CORRECT,13.750000000000002,91.0,80.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 91, ""seam_t_def_dead"": 80, ""status"": ""MATCH"", ""v2_t_att_dead"": 91, ""v2_t_def_dead"": 80}",
W1,W1,NanoMart_1v1_T1InfvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,3225.0,12.0,399.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.2212121212121214, ""seam_t_att_dead"": 12, ""seam_t_def_dead"": 399, ""status"": ""MATCH"", ""v2_t_att_dead"": 12, ""v2_t_def_dead"": 399}",
W1,W1,NanoMart_1v1_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,3.8461538461538463,26.0,27.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 26, ""seam_t_def_dead"": 27, ""status"": ""MATCH"", ""v2_t_att_dead"": 26, ""v2_t_def_dead"": 27}",
W1,W1,NanoMart_1v1_T1LanvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,27.631578947368425,76.0,97.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 76, ""seam_t_def_dead"": 97, ""status"": ""MATCH"", ""v2_t_att_dead"": 76, ""v2_t_def_dead"": 97}",
W1,W1,NanoMart_1v1_T1MMvT1Inf_NoAttackerHero_Vulcanus,NanoMart,attacker,defender,WRONG,27.142857142857142,70.0,89.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,KNOWN_OPEN,"[""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 0.96, ""def_offense_mult"": 1.0333333333333334, ""seam_t_att_dead"": 70, ""seam_t_def_dead"": 89, ""status"": ""MATCH"", ""v2_t_att_dead"": 70, ""v2_t_def_dead"": 89}",
W1,W1,NanoMart_1v1_T1MMvT1Lan_NoAttackerHero_Vulcanus,NanoMart,defender,defender,CORRECT,16.666666666666664,24.0,28.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Mar->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 0.96, ""def_offense_mult"": 1.0333333333333334, ""seam_t_att_dead"": 24, ""seam_t_def_dead"": 28, ""status"": ""MATCH"", ""v2_t_att_dead"": 24, ""v2_t_def_dead"": 28}",
W1,W1,NanoMart_1v1_T1MMvT1MM_VulcanusVsVulcanus,NanoMart,defender,defender,CORRECT,93.75,16.0,31.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 1.0316800000000002, ""def_offense_mult"": 1.0316800000000002, ""seam_t_att_dead"": 16, ""seam_t_def_dead"": 31, ""status"": ""MATCH"", ""v2_t_att_dead"": 16, ""v2_t_def_dead"": 31}",
W1,W1,NanoMart_1v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,73.03370786516854,178.0,308.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_1v2_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,43.07692307692308,65.0,93.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_1v2_T1LanvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,107.40740740740742,54.0,112.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_1v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,77.77777777777779,18.0,32.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_1v2_T1MMvT1MM_VulcanusVsVulcanus,NanoMart,defender,defender,CORRECT,236.36363636363637,11.0,37.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_2v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,attacker,attacker,CORRECT,53.96825396825397,291.0,189.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_2v1_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,attacker,attacker,CORRECT,85.96491228070175,106.0,57.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_2v1_T1LanvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,attacker,attacker,CORRECT,27.941176470588236,87.0,68.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_2v1_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,attacker,attacker,CORRECT,57.89473684210527,30.0,19.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_2v1_T1LanvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,1800.0,5.0,95.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Mar->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_2v1_T1MMvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,771.4285714285714,7.0,61.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+10D+10H_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,16.593886462882097,229.0,267.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 229, ""seam_t_def_dead"": 267, ""status"": ""MATCH"", ""v2_t_att_dead"": 229, ""v2_t_def_dead"": 267}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,30.837004405286343,227.0,297.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 227, ""seam_t_def_dead"": 297, ""status"": ""MATCH"", ""v2_t_att_dead"": 227, ""v2_t_def_dead"": 297}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,6.349206349206349,252.0,268.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 268, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 268}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,5.952380952380952,252.0,267.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 267, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 267}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,30.837004405286343,227.0,297.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 227, ""seam_t_def_dead"": 297, ""status"": ""MATCH"", ""v2_t_att_dead"": 227, ""v2_t_def_dead"": 297}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,16.666666666666664,252.0,294.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 294, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 294}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,5.952380952380952,252.0,267.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 267, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 267}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+10D_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,30.837004405286343,227.0,297.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 227, ""seam_t_def_dead"": 297, ""status"": ""MATCH"", ""v2_t_att_dead"": 227, ""v2_t_def_dead"": 297}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,58.590308370044056,227.0,360.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 227, ""seam_t_def_dead"": 360, ""status"": ""MATCH"", ""v2_t_att_dead"": 227, ""v2_t_def_dead"": 360}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,44.052863436123346,227.0,327.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 227, ""seam_t_def_dead"": 327, ""status"": ""MATCH"", ""v2_t_att_dead"": 227, ""v2_t_def_dead"": 327}",
W1,W1,NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10D_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,16.666666666666664,252.0,294.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1039999999999999, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 294, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 294}",
W1,W1,NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,NanoMart,defender,attacker,COIN_FLIP,5.952380952380952,267.0,252.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1742424242424243, ""def_offense_mult"": 1.1039999999999999, ""seam_t_att_dead"": 267, ""seam_t_def_dead"": 252, ""status"": ""MATCH"", ""v2_t_att_dead"": 267, ""v2_t_def_dead"": 252}",
W1,W1,NanoMart_SetB_1v1_T1InfvT1Inf_NoAttackerHero_Vulcanus,NanoMart,defender,defender,CORRECT,21.825396825396826,252.0,307.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 0.96, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 252, ""seam_t_def_dead"": 307, ""status"": ""MATCH"", ""v2_t_att_dead"": 252, ""v2_t_def_dead"": 307}",
W1,W1,NanoMart_SetB_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,NanoMart,defender,attacker,COIN_FLIP,5.952380952380952,267.0,252.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""att_offense_mult"": 1.1742424242424243, ""def_offense_mult"": 1.1039999999999999, ""seam_t_att_dead"": 267, ""seam_t_def_dead"": 252, ""status"": ""MATCH"", ""v2_t_att_dead"": 267, ""v2_t_def_dead"": 252}",
W1,W1,NanoMart_SetB_1v1_T1LanvT1Lan_NoAttackerHero_Vulcanus,NanoMart,defender,defender,CORRECT,19.230769230769234,26.0,31.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""att_offense_mult"": 0.96, ""def_offense_mult"": 1.1742424242424243, ""seam_t_att_dead"": 26, ""seam_t_def_dead"": 31, ""status"": ""MATCH"", ""v2_t_att_dead"": 26, ""v2_t_def_dead"": 31}",
W1,W1,NanoMart_SetC_1v3_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,237.67123287671234,146.0,493.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_SetC_1v5_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,defender,defender,CORRECT,663.7168141592921,113.0,863.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_SetC_2v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,5.825242718446602,206.0,218.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_SetC_2v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,attacker,defender,COIN_FLIP,4.761904761904762,21.0,22.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,"[""K(Lan->Lan) factorized"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]",null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W1,W1,NanoMart_SetC_3v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,attacker,attacker,CORRECT,202.59740259740258,466.0,154.0,151 CORRECT / 15 COIN_FLIP / 1 ABSTAIN / 3 WRONG,True,,[],null,stage6.6,False,"{""status"": ""WINNER_ONLY_MULTICOUNT""}",
W2,W2,missing_panel_known_copy,probe,,uncertain,,,,,ABSTAIN,True,,"[""G_l(Lan T6) fallback_infantry"", ""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""gatot_gate_unmodeled"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]","{""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state"", ""flag"": ""gatot_gate_unmodeled""}",stage6.6,False,{},"{""winner"": ""uncertain"", ""turns"": null, ""att_dead_clock"": 13708, ""def_dead_clock"": null, ""flags"": [""G_l(Lan T6) fallback_infantry"", ""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""gatot_gate_unmodeled"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""], ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}, ""meta"": {""law_version"": ""stage6.6"", ""frozen"": ""2026-07-19"", ""corpus"": {""path"": ""wos_sim/data/experiments/_corpus/TYPE1_CORPUS.json"", ""row_count"": 238}, ""gatot_kit_status"": ""two-regime (measured-defender models; NOT a general law)"", ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}}}"
W2,W2,missing_panel_side_swap,probe,,,,,,,mirror ABSTAIN,True,,[],null,,False,{},"{""first"": {""crashed"": false, ""result"": {""winner"": ""uncertain"", ""turns"": null, ""att_deaths"": [[169, ""Lancer""], [445, ""Lancer""], [721, ""Lancer""], [997, ""Lancer""], [1273, ""Lancer""], [1549, ""Lancer""], [1825, ""Lancer""], [2101, ""Lancer""], [2377, ""Lancer""], [2653, ""Lancer""], [2929, ""Lancer""], [3205, ""Lancer""], [3481, ""Lancer""], [3757, ""Lancer""], [4033, ""Lancer""], [4309, ""Lancer""], [4585, ""Lancer""], [4861, ""Lancer""], [5137, ""Lancer""], [5413, ""Lancer""], [5689, ""Lancer""], [5965, ""Lancer""], [6241, ""Lancer""], [6517, ""Lancer""], [6793, ""Lancer""], [7069, ""Lancer""], [7345, ""Lancer""], [7621, ""Lancer""], [7897, ""Lancer""], [8173, ""Lancer""], [8449, ""Lancer""], [8725, ""Lancer""], [9001, ""Lancer""], [9277, ""Lancer""], [9553, ""Lancer""], [9829, ""Lancer""], [10105, ""Lancer""], [10381, ""Lancer""], [10657, ""Lancer""], [10933, ""Lancer""], [11209, ""Lancer""], [11485, ""Lancer""], [11761, ""Lancer""], [12037, ""Lancer""], [12313, ""Lancer""], [12589, ""Lancer""], [12865, ""Lancer""], [13141, ""Lancer""], [13417, ""Lancer""], [13708, ""Lancer""]], ""def_deaths"": null, ""survivors"": null, ""flags"": [""G_l(Lan T6) fallback_infantry"", ""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""gatot_gate_unmodeled"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""], ""capped"": false, ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}, ""meta"": {""law_version"": ""stage6.6"", ""frozen"": ""2026-07-19"", ""corpus"": {""path"": ""wos_sim/data/experiments/_corpus/TYPE1_CORPUS.json"", ""row_count"": 238}, ""gatot_kit_status"": ""two-regime (measured-defender models; NOT a general law)"", ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}}}}, ""swapped"": {""crashed"": false, ""result"": {""winner"": ""uncertain"", ""turns"": null, ""att_deaths"": null, ""def_deaths"": [[169, ""Lancer""], [445, ""Lancer""], [721, ""Lancer""], [997, ""Lancer""], [1273, ""Lancer""], [1549, ""Lancer""], [1825, ""Lancer""], [2101, ""Lancer""], [2377, ""Lancer""], [2653, ""Lancer""], [2929, ""Lancer""], [3205, ""Lancer""], [3481, ""Lancer""], [3757, ""Lancer""], [4033, ""Lancer""], [4309, ""Lancer""], [4585, ""Lancer""], [4861, ""Lancer""], [5137, ""Lancer""], [5413, ""Lancer""], [5689, ""Lancer""], [5965, ""Lancer""], [6241, ""Lancer""], [6517, ""Lancer""], [6793, ""Lancer""], [7069, ""Lancer""], [7345, ""Lancer""], [7621, ""Lancer""], [7897, ""Lancer""], [8173, ""Lancer""], [8449, ""Lancer""], [8725, ""Lancer""], [9001, ""Lancer""], [9277, ""Lancer""], [9553, ""Lancer""], [9829, ""Lancer""], [10105, ""Lancer""], [10381, ""Lancer""], [10657, ""Lancer""], [10933, ""Lancer""], [11209, ""Lancer""], [11485, ""Lancer""], [11761, ""Lancer""], [12037, ""Lancer""], [12313, ""Lancer""], [12589, ""Lancer""], [12865, ""Lancer""], [13141, ""Lancer""], [13417, ""Lancer""], [13708, ""Lancer""]], ""survivors"": null, ""flags"": [""G_l(Lan T6) fallback_infantry"", ""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""gatot_gate_unmodeled"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""], ""capped"": false, ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}, ""meta"": {""law_version"": ""stage6.6"", ""frozen"": ""2026-07-19"", ""corpus"": {""path"": ""wos_sim/data/experiments/_corpus/TYPE1_CORPUS.json"", ""row_count"": 238}, ""gatot_kit_status"": ""two-regime (measured-defender models; NOT a general law)"", ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}}}}}"
W2,W2,halfway_panel_ambiguous,probe,,uncertain,,,,,ABSTAIN,True,,"[""G_l(Lan T6) fallback_infantry"", ""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""gatot_gate_unmodeled"", ""gatot_state_ambiguous"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""]","{""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state"", ""flag"": ""gatot_gate_unmodeled""}",stage6.6,False,{},"{""winner"": ""uncertain"", ""turns"": null, ""att_dead_clock"": 18675, ""def_dead_clock"": null, ""flags"": [""G_l(Lan T6) fallback_infantry"", ""K(Lan->Inf) edge_implied (shield-model-conditional)"", ""gatot_gate_unmodeled"", ""gatot_state_ambiguous"", ""non-Inf dealer: G_w hypothesis + proc-gating risk""], ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}, ""meta"": {""law_version"": ""stage6.6"", ""frozen"": ""2026-07-19"", ""corpus"": {""path"": ""wos_sim/data/experiments/_corpus/TYPE1_CORPUS.json"", ""row_count"": 238}, ""gatot_kit_status"": ""two-regime (measured-defender models; NOT a general law)"", ""gatot_abstain"": {""flag"": ""gatot_gate_unmodeled"", ""detail"": ""Gatot target present but copy/state unresolved (copy 'alpaca', state None) -- budgets are measured per (copy, aura'd) only; pass unit panels or an explicit gatot_state""}}}"
